#MCPC Serial Number:9
#firmware=5.20
#mfgdate=16/6/2
#smpslop=285 
#smpoffs=411 
#satslop=292 
#satoffs=405 
#cal_tmp=22.9 
#coincid=3350 
#cs_diff=25.0
#prsslop=317 
#prsoffs=135 
#anlgcal=128
#
#YY/MM/DD	HR:MN:SC	aveconc	concent	rawconc	cnt_sec	condtmp	satttmp	satbtmp	optctmp	inlttmp	smpflow	satflow	pressur	condpwr	sattpwr	satbpwr	optcpwr	satfpwr	fillcnt	err_num
17/12/08	10:24:51	7242.60	7312.00	7157.00	43540	20.0	45.1	45.2	30.2	21.4	364	366	980	238	28	0	0	48	1768	256
17/12/08	10:24:52	7241.50	7195.00	7044.00	42854	20.0	45.1	45.2	30.2	21.5	364	365	980	238	28	0	0	48	1770	256
17/12/08	10:24:53	7230.80	7176.00	7026.00	42741	20.1	45.0	45.2	30.2	21.5	365	365	980	238	128	27	29	48	1772	256
17/12/08	10:24:54	7225.90	7258.00	7105.00	43249	20.0	45.1	45.2	30.2	21.5	365	365	980	238	28	0	0	48	1774	256
17/12/08	10:24:55	7228.80	7207.00	7055.00	42971	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	1776	256
17/12/08	10:24:56	7216.00	7176.00	7027.00	42823	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	1778	256
17/12/08	10:24:57	7198.10	7152.00	7003.00	42666	20.1	45.2	45.1	30.2	21.5	365	365	980	238	28	54	29	48	1780	256
17/12/08	10:24:58	7187.80	7116.00	6969.00	42414	20.1	45.2	45.1	30.2	21.5	365	365	980	238	28	54	29	48	1782	256
17/12/08	10:24:59	7155.10	6991.00	6848.00	41710	20.1	45.2	45.1	30.2	21.5	365	365	980	238	28	54	29	48	1784	256
17/12/08	10:25:00	7112.20	7045.00	6901.00	42043	20.1	45.1	45.1	30.2	21.5	365	365	980	238	57	54	29	48	1786	256
17/12/08	10:25:01	7079.70	7013.00	6870.00	41851	20.1	45.1	45.1	30.2	21.5	365	365	980	238	57	54	29	48	1788	256
17/12/08	10:25:02	7056.70	7085.00	6939.00	42231	20.1	45.1	45.1	30.2	21.5	364	365	980	238	57	54	29	48	1790	256
17/12/08	10:25:03	7043.00	7046.00	6901.00	41988	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	1792	256
17/12/08	10:25:04	7034.40	6975.00	6832.00	41606	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	1794	256
17/12/08	10:25:05	7023.00	6947.00	6806.00	41432	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	1796	256
17/12/08	10:25:06	7018.00	7061.00	6916.00	42072	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	1798	256
17/12/08	10:25:07	7016.70	7024.00	6881.00	41823	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1800	256
17/12/08	10:25:08	7005.50	6995.00	6852.00	41545	20.1	45.1	45.2	30.2	21.5	363	367	980	238	57	27	29	48	1802	256
17/12/08	10:25:09	7008.90	7060.00	6915.00	41826	20.1	45.2	45.2	30.2	21.5	362	367	980	238	28	27	29	48	1804	256
17/12/08	10:25:10	7026.50	7038.00	6894.00	41717	20.1	45.2	45.2	30.2	21.5	363	367	980	238	28	27	29	48	1806	256
17/12/08	10:25:11	7038.40	7089.00	6942.00	42017	20.1	45.2	45.2	30.2	21.5	363	367	980	238	28	27	29	48	1808	256
17/12/08	10:25:12	7046.40	7076.00	6930.00	41924	20.1	45.2	45.2	30.2	21.5	362	367	980	238	28	27	29	48	1810	256
17/12/08	10:25:13	7057.70	7056.00	6912.00	41811	20.1	45.2	45.2	30.2	21.5	363	367	980	238	28	27	29	48	1812	256
17/12/08	10:25:14	7077.40	7196.00	7045.00	42639	20.1	45.1	45.2	30.2	21.5	363	367	980	238	57	27	29	48	1814	256
17/12/08	10:25:15	7108.70	7215.00	7064.00	42747	20.1	45.1	45.2	30.2	21.5	362	367	980	238	57	27	29	48	1816	256
17/12/08	10:25:16	7141.30	7238.00	7086.00	42878	20.1	45.1	45.2	30.2	21.5	363	367	980	238	57	27	29	48	1818	256
17/12/08	10:25:17	7183.00	7344.00	7188.00	43519	20.1	45.1	45.2	30.2	21.5	363	367	980	238	57	27	29	48	1820	256
17/12/08	10:25:18	7243.00	7388.00	7230.00	43772	20.1	45.1	45.2	30.2	21.5	363	367	980	238	57	27	29	48	1822	256
17/12/08	10:25:19	7285.10	7285.00	7131.00	43202	20.1	45.2	45.2	30.2	21.5	363	367	980	238	28	27	29	48	1824	256
17/12/08	10:25:20	7297.70	7252.00	7098.00	43019	20.1	45.2	45.2	30.2	21.5	363	366	980	238	28	27	29	48	1826	256
17/12/08	10:25:21	7287.00	7094.00	6948.00	42161	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1828	256
17/12/08	10:25:22	7240.40	7022.00	6878.00	41711	20.1	45.1	45.2	30.2	21.5	363	367	980	238	57	27	29	48	1830	256
17/12/08	10:25:23	7166.30	6969.00	6827.00	41404	20.1	45.1	45.2	30.2	21.5	363	366	980	238	57	27	29	48	1832	256
17/12/08	10:25:24	7093.20	6973.00	6831.00	41387	20.1	45.1	45.2	30.2	21.5	363	366	980	238	57	27	29	48	1834	256
17/12/08	10:25:25	7049.90	7131.00	6983.00	42347	20.1	45.1	45.2	30.1	21.5	364	366	980	238	57	27	58	48	1836	256
17/12/08	10:25:26	7048.30	7199.00	7048.00	42773	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1838	256
17/12/08	10:25:27	7084.20	7276.00	7122.00	43214	20.1	45.2	45.2	30.1	21.5	364	366	980	238	28	27	58	48	1840	256
17/12/08	10:25:28	7144.70	7320.00	7165.00	43471	20.1	45.2	45.2	30.1	21.5	363	367	980	238	28	27	58	48	1842	256
17/12/08	10:25:29	7217.40	7349.00	7192.00	43570	20.1	45.1	45.2	30.1	21.5	363	366	980	238	57	27	58	48	1844	256
17/12/08	10:25:30	7270.30	7284.00	7129.00	43248	20.1	45.1	45.2	30.1	21.5	363	367	980	238	57	27	58	48	1846	256
17/12/08	10:25:31	7290.70	7250.00	7097.00	43032	20.1	45.1	45.2	30.1	21.5	364	366	980	238	57	27	58	48	1848	256
17/12/08	10:25:32	7290.70	7225.00	7072.00	42960	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1850	256
17/12/08	10:25:33	7279.10	7255.00	7102.00	43163	20.1	45.2	45.2	30.1	21.5	364	366	980	238	28	27	58	48	1852	256
17/12/08	10:25:34	7268.00	7303.00	7148.00	43464	20.1	45.2	45.2	30.1	21.5	364	366	980	238	28	27	58	48	1854	256
17/12/08	10:25:36	7264.40	7294.00	7139.00	43374	20.1	45.2	45.2	30.1	21.5	364	366	980	238	28	27	58	48	1856	256
17/12/08	10:25:37	7272.80	7324.00	7168.00	43544	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1858	256
17/12/08	10:25:37	7290.00	7323.00	7168.00	43539	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1860	256
17/12/08	10:25:39	7301.10	7268.00	7114.00	43239	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1862	256
17/12/08	10:25:40	7293.10	7210.00	7058.00	42880	20.0	45.1	45.2	30.2	21.5	364	366	980	238	28	0	0	48	1864	256
17/12/08	10:25:41	7276.50	7221.00	7069.00	42961	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1866	256
17/12/08	10:25:42	7243.10	7063.00	6918.00	42022	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1868	256
17/12/08	10:25:43	7201.80	7171.00	7021.00	42669	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1870	256
17/12/08	10:25:44	7173.40	7136.00	6988.00	42492	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1872	256
17/12/08	10:25:45	7156.30	7171.00	7021.00	42691	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1874	256
17/12/08	10:25:46	7155.80	7255.00	7103.00	43187	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1876	256
17/12/08	10:25:47	7178.40	7255.00	7102.00	43110	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1878	256
17/12/08	10:25:48	7204.20	7237.00	7085.00	43042	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1880	256
17/12/08	10:25:49	7225.60	7284.00	7129.00	43313	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1882	256
17/12/08	10:25:50	7259.50	7362.00	7204.00	43760	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1884	256
17/12/08	10:25:51	7283.70	7306.00	7151.00	43460	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1886	256
17/12/08	10:25:52	7288.80	7255.00	7102.00	43147	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1888	256
17/12/08	10:25:53	7291.20	7261.00	7108.00	43199	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1890	256
17/12/08	10:25:54	7287.40	7222.00	7070.00	42952	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1892	256
17/12/08	10:25:55	7261.50	7165.00	7015.00	42640	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	1894	256
17/12/08	10:25:56	7231.40	7202.00	7051.00	42901	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1896	256
17/12/08	10:25:57	7214.70	7192.00	7042.00	42805	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1898	256
17/12/08	10:25:58	7207.10	7248.00	7095.00	43121	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1900	256
17/12/08	10:25:59	7209.00	7254.00	7101.00	43185	20.1	45.2	45.2	30.2	21.5	364	365	980	238	28	27	29	48	1902	256
17/12/08	10:26:00	7228.40	7327.00	7170.00	43619	20.1	45.2	45.2	30.2	21.5	364	365	980	238	28	27	29	48	1904	256
17/12/08	10:26:01	7246.20	7218.00	7066.00	42970	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1906	256
17/12/08	10:26:02	7265.80	7372.00	7215.00	43869	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1908	256
17/12/08	10:26:03	7293.20	7342.00	7185.00	43631	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1910	256
17/12/08	10:26:04	7320.20	7430.00	7270.00	44169	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1912	256
17/12/08	10:26:05	7330.10	7340.00	7183.00	43637	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	1914	256
17/12/08	10:26:06	7346.20	7366.00	7208.00	43837	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1916	256
17/12/08	10:26:07	7358.80	7350.00	7192.00	43755	20.1	45.1	45.2	30.2	21.5	365	366	980	238	57	27	29	48	1918	256
17/12/08	10:26:08	7356.80	7347.00	7190.00	43723	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1920	256
17/12/08	10:26:09	7349.40	7349.00	7192.00	43752	20.1	45.2	45.2	30.2	21.5	365	366	980	238	28	27	29	48	1922	256
17/12/08	10:26:10	7356.00	7373.00	7215.00	43911	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	1924	256
17/12/08	10:26:11	7359.60	7371.00	7213.00	43906	20.1	45.1	45.3	30.2	21.5	365	366	980	238	57	0	29	48	1926	256
17/12/08	10:26:12	7353.60	7328.00	7171.00	43634	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	1928	256
17/12/08	10:26:13	7353.40	7346.00	7189.00	43736	20.1	45.1	45.3	30.2	21.5	364	366	980	238	57	0	29	48	1930	256
17/12/08	10:26:14	7352.40	7344.00	7187.00	43702	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1932	256
17/12/08	10:26:15	7358.40	7403.00	7243.00	44071	20.1	45.2	45.2	30.2	21.5	365	365	980	238	28	27	29	48	1934	256
17/12/08	10:26:16	7331.80	7238.00	7086.00	43137	20.1	45.2	45.2	30.2	21.5	365	365	980	238	28	27	29	48	1936	256
17/12/08	10:26:17	7279.80	7068.00	6923.00	42116	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1939	256
17/12/08	10:26:18	7200.20	6948.00	6808.00	41400	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1941	256
17/12/08	10:26:19	7104.80	6867.00	6730.00	40905	20.1	45.1	45.2	30.2	21.5	365	366	980	238	57	27	29	48	1943	256
17/12/08	10:26:20	6991.60	6837.00	6701.00	40770	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	1945	256
17/12/08	10:26:21	6961.60	7088.00	6941.00	42213	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1947	256
17/12/08	10:26:22	6969.00	7105.00	6957.00	42304	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1949	256
17/12/08	10:26:23	7049.40	7350.00	7193.00	43720	20.1	45.2	45.2	30.1	21.5	364	366	980	238	28	27	58	48	1951	256
17/12/08	10:26:24	7220.40	7722.00	7548.00	45895	20.1	45.1	45.2	30.1	21.5	365	365	980	238	57	27	58	48	1953	256
17/12/08	10:26:25	7447.80	7974.00	7789.00	47394	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	1955	256
17/12/08	10:26:26	7676.80	8233.00	8036.00	48888	20.1	45.1	45.2	30.1	21.5	365	365	980	238	57	27	58	48	1957	256
17/12/08	10:26:27	7918.40	8313.00	8112.00	49358	20.1	45.2	45.2	30.1	21.5	364	365	980	238	28	27	58	48	1959	256
17/12/08	10:26:28	8116.20	8339.00	8137.00	49486	20.1	45.2	45.2	30.1	21.5	364	366	980	238	28	27	58	48	1961	256
17/12/08	10:26:29	8419.20	9237.00	8990.00	54661	20.1	45.1	45.2	30.1	21.5	364	366	980	238	57	27	58	48	1963	256
17/12/08	10:26:30	9120.00	11478.00	11098.00	67402	20.1	45.1	45.2	30.1	21.5	364	366	980	238	57	27	58	48	1965	256
17/12/08	10:26:31	10263.00	13948.00	13392.00	81361	20.1	45.1	45.2	30.1	21.5	364	365	980	238	57	27	58	48	1967	256
17/12/08	10:26:32	11794.40	15970.00	15245.00	92661	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	1969	256
17/12/08	10:26:33	13574.80	17241.00	16398.00	99673	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1971	256
17/12/08	10:26:34	15322.60	17976.00	17062.00	103652	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1973	256
17/12/08	10:26:35	16701.80	18374.00	17421.00	105764	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1975	256
17/12/08	10:26:36	17685.40	18866.00	17862.00	108446	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1977	256
17/12/08	10:26:37	18336.60	19226.00	18185.00	110456	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1979	256
17/12/08	10:26:38	18888.20	19999.00	18873.00	114656	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1981	256
17/12/08	10:26:39	19393.20	20501.00	19321.00	117414	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1983	256
17/12/08	10:26:40	19934.60	21081.00	19834.00	120398	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1985	256
17/12/08	10:26:41	20453.80	21462.00	20172.00	122467	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	1987	256
17/12/08	10:26:42	21082.00	22367.00	20968.00	127318	20.1	45.2	45.2	30.1	21.5	364	366	980	238	28	27	58	48	1989	256
17/12/08	10:26:43	21645.60	22817.00	21363.00	129785	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	1991	256
17/12/08	10:26:44	22213.60	23341.00	21823.00	132580	20.1	45.1	45.2	30.1	21.5	364	365	980	238	57	27	58	48	1993	256
17/12/08	10:26:45	22596.80	22997.00	21520.00	130740	20.1	45.1	45.2	30.1	21.5	364	366	980	238	57	27	58	48	1995	256
17/12/08	10:26:46	22499.60	20976.00	19742.00	119796	20.1	45.1	45.2	30.2	21.4	364	366	980	238	57	27	29	48	1997	256
17/12/08	10:26:47	21523.40	17486.00	16620.00	100968	20.1	45.1	45.2	30.1	21.4	364	365	980	238	57	27	58	48	1999	256
17/12/08	10:26:48	19905.40	14727.00	14107.00	85815	20.1	45.2	45.2	30.2	21.4	364	366	980	238	28	27	29	48	2001	256
17/12/08	10:26:49	17738.40	12506.00	12057.00	73324	20.1	45.2	45.2	30.2	21.4	364	366	980	238	28	27	29	48	2003	256
17/12/08	10:26:50	15422.80	11419.00	11043.00	67158	20.1	45.2	45.2	30.2	21.4	364	366	980	238	28	27	29	48	2005	256
17/12/08	10:26:51	13248.60	10105.00	9809.00	59654	20.1	45.1	45.2	30.2	21.4	365	366	980	238	57	27	29	48	2007	256
17/12/08	10:26:52	11598.00	9233.00	8986.00	54700	20.1	45.1	45.2	30.2	21.4	365	366	980	238	57	27	29	48	2009	256
17/12/08	10:26:53	10343.00	8452.00	8246.00	50236	20.1	45.1	45.2	30.2	21.4	365	366	980	238	57	27	29	48	2011	256
17/12/08	10:26:54	9420.80	7895.00	7714.00	46980	20.1	45.1	45.2	30.2	21.4	365	366	980	238	57	27	29	48	2013	256
17/12/08	10:26:55	8681.40	7722.00	7549.00	45975	20.1	45.1	45.2	30.2	21.4	365	366	980	238	57	27	29	48	2015	256
17/12/08	10:26:56	8172.60	7561.00	7395.00	45031	20.1	45.2	45.2	30.2	21.4	365	366	980	238	28	27	29	48	2017	256
17/12/08	10:26:57	7847.20	7606.00	7438.00	45314	20.1	45.2	45.2	30.2	21.4	365	366	980	238	28	27	29	48	2019	256
17/12/08	10:26:58	7735.40	7893.00	7711.00	46934	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	2021	256
17/12/08	10:26:59	7851.40	8475.00	8266.00	50268	20.1	45.2	45.3	30.2	21.4	365	366	980	238	28	0	29	48	2023	256
17/12/08	10:27:00	8090.60	8918.00	8688.00	52929	20.1	45.1	45.3	30.2	21.5	364	366	980	238	57	0	29	48	2025	256
17/12/08	10:27:01	8371.00	8963.00	8730.00	53109	20.1	45.1	45.3	30.2	21.5	364	365	980	238	57	0	29	48	2027	256
17/12/08	10:27:02	8645.80	8980.00	8747.00	53211	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2029	256
17/12/08	10:27:03	8850.60	8917.00	8687.00	52793	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2031	256
17/12/08	10:27:04	8907.40	8759.00	8537.00	51881	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2033	256
17/12/08	10:27:05	8887.20	8817.00	8592.00	52219	20.1	45.2	45.2	30.2	21.5	364	365	980	238	28	27	29	48	2035	256
17/12/08	10:27:06	8860.60	8830.00	8604.00	52323	20.1	45.2	45.2	30.2	21.5	364	365	980	238	28	27	29	48	2037	256
17/12/08	10:27:07	8904.60	9200.00	8955.00	54456	20.1	45.2	45.2	30.2	21.5	365	365	980	238	28	27	29	48	2039	256
17/12/08	10:27:08	9047.80	9633.00	9363.00	56970	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2041	256
17/12/08	10:27:09	9250.00	9770.00	9494.00	57727	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2043	256
17/12/08	10:27:10	9464.40	9889.00	9605.00	58327	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	2045	256
17/12/08	10:27:11	9664.00	9828.00	9549.00	58069	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	2047	256
17/12/08	10:27:12	9850.40	10132.00	9836.00	59833	20.1	45.2	45.2	30.2	21.5	364	365	980	238	28	27	29	48	2049	256
17/12/08	10:27:13	10145.40	11108.00	10752.00	65375	20.1	45.2	45.2	30.2	21.5	364	365	980	238	28	27	29	48	2051	256
17/12/08	10:27:14	10544.40	11765.00	11366.00	69144	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2053	256
17/12/08	10:27:15	11005.00	12192.00	11765.00	71544	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2055	256
17/12/08	10:27:16	11471.00	12158.00	11734.00	71345	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	2057	256
17/12/08	10:27:17	11909.20	12323.00	11887.00	72287	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	2059	256
17/12/08	10:27:18	12089.20	12008.00	11594.00	70598	20.1	45.1	45.2	30.2	21.5	365	365	980	238	57	27	29	48	2061	256
17/12/08	10:27:19	12127.80	11958.00	11548.00	70282	20.1	45.1	45.2	30.2	21.5	364	365	980	238	57	27	29	48	2063	256
17/12/08	10:27:20	12058.60	11846.00	11443.00	69610	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2065	256
17/12/08	10:27:21	11960.80	11669.00	11277.00	68568	20.1	45.1	45.2	30.2	21.6	364	366	980	238	57	27	29	48	2067	256
17/12/08	10:27:22	11818.60	11612.00	11224.00	68210	20.1	45.2	45.2	30.2	21.6	364	365	980	238	28	27	29	48	2069	256
17/12/08	10:27:23	11697.60	11403.00	11028.00	67086	20.1	45.2	45.2	30.2	21.6	365	365	980	238	28	27	29	48	2071	256
17/12/08	10:27:24	11549.20	11216.00	10853.00	66030	20.1	45.2	45.2	30.2	21.5	365	365	980	238	28	27	29	48	2073	256
17/12/08	10:27:25	11298.80	10594.00	10271.00	62520	20.1	45.2	45.2	30.2	21.6	365	366	980	238	28	27	29	48	2075	256
17/12/08	10:27:26	10981.20	10081.00	9788.00	59554	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2077	256
17/12/08	10:27:27	10575.20	9582.00	9316.00	56643	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2079	256
17/12/08	10:27:28	10181.20	9433.00	9176.00	55773	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2081	256
17/12/08	10:27:29	9835.60	9488.00	9227.00	56105	20.1	45.1	45.2	30.2	21.5	365	366	980	238	57	27	29	48	2083	256
17/12/08	10:27:30	9601.60	9424.00	9167.00	55774	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	2085	256
17/12/08	10:27:31	9451.00	9328.00	9077.00	55216	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	2087	256
17/12/08	10:27:32	9387.40	9264.00	9016.00	54828	20.1	45.2	45.2	30.2	21.5	364	366	980	238	28	27	29	48	2089	256
17/12/08	10:27:33	9314.60	9069.00	8830.00	53701	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2091	256
17/12/08	10:27:34	9315.80	9494.00	9233.00	56122	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2093	256
17/12/08	10:27:35	9448.60	10088.00	9794.00	59563	20.1	45.1	45.2	30.1	21.5	365	365	979	238	57	27	58	48	2095	256
17/12/08	10:27:36	9640.40	10287.00	9981.00	60746	20.1	45.1	45.2	30.1	21.5	364	366	979	238	57	27	58	48	2097	256
17/12/08	10:27:37	9828.00	10202.00	9902.00	60237	20.1	45.1	45.2	30.1	21.5	364	366	979	238	57	27	58	48	2099	256
17/12/08	10:27:38	10106.40	10461.00	10146.00	61627	20.1	45.2	45.2	30.2	21.5	364	366	979	238	28	27	29	48	2101	256
17/12/08	10:27:39	10368.60	10805.00	10469.00	63625	20.1	45.2	45.2	30.1	21.5	364	366	979	238	28	27	58	48	2103	256
17/12/08	10:27:40	10532.80	10909.00	10566.00	64189	20.1	45.2	45.2	30.2	21.5	364	366	979	238	28	27	29	48	2105	256
17/12/08	10:27:41	10578.20	10514.00	10194.00	61984	20.1	45.2	45.2	30.2	21.5	365	366	979	238	28	27	29	48	2107	256
17/12/08	10:27:42	10528.60	9954.00	9667.00	58819	20.1	45.1	45.2	30.2	21.5	364	366	980	238	57	27	29	48	2109	256
17/12/08	10:27:43	10366.00	9648.00	9378.00	57001	20.1	45.1	45.2	30.2	21.5	364	366	979	238	57	27	29	48	2111	256
17/12/08	10:27:44	10068.40	9317.00	9065.00	55120	20.1	45.1	45.2	30.2	21.5	364	366	979	238	57	27	29	48	2113	256
17/12/08	10:27:45	9686.80	9001.00	8767.00	53262	20.1	45.1	45.2	30.2	21.6	364	366	979	238	57	27	29	48	2115	256
17/12/08	10:27:46	9360.00	8880.00	8652.00	52589	20.1	45.1	45.2	30.2	21.6	364	366	979	238	57	27	29	48	2117	256
17/12/08	10:27:47	9111.60	8712.00	8492.00	51585	20.1	45.2	45.2	30.2	21.6	364	366	979	238	28	27	29	48	2119	256
17/12/08	10:27:48	8948.60	8833.00	8606.00	52336	20.1	45.2	45.2	30.2	21.6	365	366	979	238	28	27	29	48	2121	256
17/12/08	10:27:49	8870.80	8928.00	8698.00	52920	20.1	45.2	45.2	30.2	21.6	364	366	979	238	28	27	29	48	2123	256
